Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/calendar-guide,calendar-guide,countries.australia.institutions.list[0],Reserve Bank of Australia,Banco de la Reserva de Australia,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.institutions.list[1],Federal Reserve,Reserva Federal,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.institutions.list[2],Bank of Japan,Banco de Japón,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.institutions.list[3],People's Bank of China,Banco Popular de China,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.institutions.title,Which are the most important economic institutions for Australia?,¿Cuáles son las instituciones económicas más importantes para Australia?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[0].text,EIA Crude Oil Stocks change,Variación de las reservas de petróleo crudo EIA,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[0].url,/economic-calendar/event/8d7aa189-8c90-45a1-a5ee-82d480271b8f,/calendario-economico/event/8d7aa189-8c90-45a1-a5ee-82d480271b8f,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[1].text,RBA Interest Rate Decision,Decisión de tipos de interés del RBA,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[1].url,/economic-calendar/event/97e8d83b-a333-4be6-8cf9-1f4fa9f9789d,/calendario-economico/event/97e8d83b-a333-4be6-8cf9-1f4fa9f9789d,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[2].text,FED Interest Rate Decision,Decisión de tipos de interés de la Fed,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[2].url,/economic-calendar/event/fcfae951-09a7-449e-b6fe-525e1335aaba,/calendario-economico/event/fcfae951-09a7-449e-b6fe-525e1335aaba,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[3].text,FOMC Minutes,Minutas del FOMC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[3].url,/economic-calendar/event/e10a1f69-915d-44b1-ad1d-0b8edf7853f3,/calendario-economico/event/e10a1f69-915d-44b1-ad1d-0b8edf7853f3,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[4].text,ECB President Lagarde's Speech,Discurso de la Presidenta del BCE Lagarde,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.leftColumn[4].url,/macroeconomics/central-banks/rba,/macroeconomics/central-banks/rba,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[0].text,ECB Interest Rate Decision,Decisión de tipos de interés del BCE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[0].url,/economic-calendar/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,/calendario-economico/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[1].text,BoJ Interest Rate Decision,Decisión de tipos de interés del BoJ,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[1].url,/economic-calendar/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,/calendario-economico/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[2].text,BoE Interest Rate Decision,Decisión de tipos de interés del BoE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[2].url,/economic-calendar/event/9959649d-be62-47f5-bafa-ff2f474b9e13,/calendario-economico/event/9959649d-be62-47f5-bafa-ff2f474b9e13,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[3].text,PBoC Interest Rate Decision,Decisión de tipos de interés del PBoC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[3].url,/economic-calendar/event/fa510216-a58a-4dba-93f7-0c05c1e5e3d1,/calendario-economico/event/fa510216-a58a-4dba-93f7-0c05c1e5e3d1,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[4].text,API Weekly Crude Oil Stock,Inventarios semanales de petróleo crudo API,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.rightColumn[4].url,/economic-calendar/event/bcf389bd-5fe2-4bd1-b1e0-d0b3910ba944,/calendario-economico/event/bcf389bd-5fe2-4bd1-b1e0-d0b3910ba944,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.relatedEvents.title,Related economic events,Eventos económicos relacionados,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.australia.title,Why the Australian economic calendar matters?,¿Por qué importa el calendario económico australiano?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.description1,"The economy of Canada is a highly developed market economy. Canada is commonly known as a resource-based economy being a large producer and supplier of oil. For this reason, the USD/CAD (one of the three so-called ""commodity pairs"") is highly correlated with Oil prices, but gold and natural gas are also to be taken into account by traders.","La economía de Canadá es una economía de mercado altamente desarrollada. Canadá es conocida como una economía basada en recursos, siendo un gran productor y proveedor de petróleo. Por ello, el USD/CAD (uno de los tres llamados ""pares de materias primas"") está muy correlacionado con los precios del petróleo, aunque el oro y el gas natural también deben tenerse en cuenta por los operadores.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.description2,"The leading export market for Canada is by far the United States making its currency particularly sensitive to US consumption data and economic health. The most important indicators mainly impact the price of the CAD, having important effects in other markets and currencies.","El principal mercado de exportación de Canadá es, con diferencia, Estados Unidos, lo que hace que su moneda sea especialmente sensible a los datos de consumo y a la salud económica estadounidense. Los indicadores más importantes impactan principalmente el precio del CAD, con efectos relevantes en otros mercados y divisas.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.description3,"The organizations that publish the most meaningful indicators, the ones that carry the greatest impact in the markets, are the Bank of Canada (BoC), the Canadian Government and the CAPP (Canadian Association of Petroleum Producers). Of special interest are the BoC decisions, usually announced by Governor Tiff Macklem.","Las organizaciones que publican los indicadores más relevantes, los que tienen mayor impacto en los mercados, son el Banco de Canadá (BoC), el Gobierno canadiense y la CAPP (Asociación Canadiense de Productores de Petróleo). De especial interés son las decisiones del BoC, normalmente anunciadas por el Gobernador Tiff Macklem.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.description,Canada regularly publishes data on various economic events that have a significant impact on its economy and various economies connected to Canadian reality. Here you have an editorial selection made by the FXStreet team about the economic events that could have the most impact on your trading in the next months:,Canadá publica regularmente datos sobre diversos eventos económicos que tienen un impacto significativo en su economía y en otras economías vinculadas a la realidad canadiense. Aquí tiene una selección editorial del equipo de FXStreet sobre los eventos económicos que podrían tener mayor impacto en su trading en los próximos meses:,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.events[0],BoC Interest Rate Decision,Decisión de tipos de interés del BoC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.events[1],Canadian Unemployment Rate,Tasa de desempleo canadiense,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.events[2],Canadian Net Change in Employment,Variación neta del empleo canadiense,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.events[3],BoC Consumer Price Index Core,Índice subyacente de Precios al Consumidor del BoC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.events[4],Canadian Retail Sales,Ventas minoristas canadienses,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.importantEvents.title,What are the most important economic events for Canada?,¿Cuáles son los eventos económicos más importantes para Canadá?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.institutions.description,"The FXStreet editorial team has selected the most important institutions for Canada that generate most of the events with great volatility in the market. If you're interested in knowing the evolution of the country, it's important to take into account that it has its capital in Ottawa. Other important things to take into account are the movements of the most relevant institutions of other related economies, such as the Canadian and the American ones:","El equipo editorial de FXStreet ha seleccionado las instituciones más importantes para Canadá que generan la mayoría de los eventos con gran volatilidad en el mercado. Si le interesa conocer la evolución del país, es importante tener en cuenta que su capital es Ottawa. Otros aspectos relevantes son los movimientos de las instituciones más importantes de otras economías relacionadas, como las canadiense y la estadounidense:",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.institutions.list[0],Federal Reserve,Reserva Federal,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.institutions.list[1],Bank of Canada,Banco de Canadá,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.institutions.title,Which are the most important economic institutions for Canada?,¿Cuáles son las instituciones económicas más importantes para Canadá?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[0].text,BoC Interest Rate Decision,Decisión de tipos de interés del BoC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[0].url,/economic-calendar/event/7035bb7e-d65f-4e72-a0ba-f77baede0207,/calendario-economico/event/7035bb7e-d65f-4e72-a0ba-f77baede0207,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[1].text,Canadian Unemployment Rate,Tasa de desempleo canadiense,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[1].url,/economic-calendar/event/490c5492-6ace-4321-a078-64b949244b2e,/calendario-economico/event/490c5492-6ace-4321-a078-64b949244b2e,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[2].text,EIA Crude Oil Stocks change,Variación de las reservas de petróleo crudo EIA,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[2].url,/economic-calendar/event/8d7aa189-8c90-45a1-a5ee-82d480271b8f,/calendario-economico/event/8d7aa189-8c90-45a1-a5ee-82d480271b8f,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[3].text,Nonfarm Payrolls,Nóminas no agrícolas,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[3].url,/economic-calendar/event/9cdf56fd-99e4-4026-aa99-2b6c0ca92811,/calendario-economico/event/9cdf56fd-99e4-4026-aa99-2b6c0ca92811,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[4].text,FED Interest Rate Decision,Decisión de tipos de interés de la Fed,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.leftColumn[4].url,/economic-calendar/event/fcfae951-09a7-449e-b6fe-525e1335aaba,/calendario-economico/event/fcfae951-09a7-449e-b6fe-525e1335aaba,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[0].text,ECB Interest Rate Decision,Decisión de tipos de interés del BCE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[0].url,/economic-calendar/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,/calendario-economico/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[1].text,BoJ Interest Rate Decision,Decisión de tipos de interés del BoJ,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[1].url,/economic-calendar/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,/calendario-economico/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[2].text,BoE Interest Rate Decision,Decisión de tipos de interés del BoE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[2].url,/economic-calendar/event/9959649d-be62-47f5-bafa-ff2f474b9e13,/calendario-economico/event/9959649d-be62-47f5-bafa-ff2f474b9e13,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[3].text,API Weekly Crude Oil Stock,Inventarios semanales de petróleo crudo API,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.rightColumn[3].url,/economic-calendar/event/bcf389bd-5fe2-4bd1-b1e0-d0b3910ba944,/calendario-economico/event/bcf389bd-5fe2-4bd1-b1e0-d0b3910ba944,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.relatedEvents.title,Related economic events,Eventos económicos relacionados,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.canada.title,Why the Canadian economic calendar matters?,¿Por qué importa el calendario económico canadiense?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.description1,"The economy of the United Kingdom is a highly developed social market and market-orientated economy. It's considered the sixth-largest national economy measured by GDP. The UK currency, pound sterling, is the world's fourth-largest reserve currency after the US dollar, the Euro and the Japanese yen. The GBP is also one of the 10 most valued currencies in the world.","La economía del Reino Unido es una economía de mercado social altamente desarrollada y orientada al mercado. Se considera la sexta economía nacional más grande medida por el PIB. La moneda del Reino Unido, la libra esterlina, es la cuarta divisa de reserva más grande del mundo, después del dólar estadounidense, el euro y el yen japonés. La GBP también es una de las 10 divisas más valoradas del mundo.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.description2,"The most important indicators mainly impact the price of the JPY and EUR, having important effects in other markets and currencies. The major pairs that are most influenced by the British economic data are GBP/USD, EUR/USD, and USD/JPY.","Los indicadores más importantes impactan principalmente el precio del JPY y del EUR, con efectos relevantes en otros mercados y divisas. Los principales pares más influenciados por los datos económicos británicos son GBP/USD, EUR/USD y USD/JPY.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.description3,"The organizations that publish the most meaningful indicators, the ones that carry the greatest impact in the markets, are the Bank of England (BoE) and the United Kingdom Government. Of special interest are the BoE decisions, usually announced by Governor Andrew Bailey.","Las organizaciones que publican los indicadores más relevantes, los que tienen mayor impacto en los mercados, son el Banco de Inglaterra (BoE) y el Gobierno del Reino Unido. De especial interés son las decisiones del BoE, normalmente anunciadas por el Gobernador Andrew Bailey.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.description,The United Kingdom regularly publishes data on various economic events that have a significant impact on its economy and various economies connected to British reality. Here you have an editorial selection made by the FXStreet team about the economic events that could have the most impact on your trading in the next months:,El Reino Unido publica regularmente datos sobre diversos eventos económicos que tienen un impacto significativo en su economía y en otras economías vinculadas a la realidad británica. Aquí tiene una selección editorial del equipo de FXStreet sobre los eventos económicos que podrían tener mayor impacto en su trading en los próximos meses:,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.events[0],BoE Interest Rate Decision,Decisión de tipos de interés del BoE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.events[1],BoE's Governor Bailey Speech,Discurso del Gobernador del BoE Bailey,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.events[2],Gross Domestic Product,Producto Interior Bruto,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.events[3],Consumer Price Index,Índice de Precios al Consumidor,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.events[4],ILO Unemployment Rate,Tasa de desempleo ILO,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.importantEvents.title,What are the most important economic events for the UK?,¿Cuáles son los eventos económicos más importantes para el Reino Unido?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.institutions.description,"The FXStreet editorial team has selected the most important institutions for the United Kingdom that generate most of the events with great volatility in the market. If you're interested in knowing the evolution of the country, it's important to take into account that it has its capital in London. Other important things to take into account are the movements of the most relevant institutions of related economies, such as the British, the European, and the American ones:","El equipo editorial de FXStreet ha seleccionado las instituciones más importantes para el Reino Unido que generan la mayoría de los eventos con gran volatilidad en el mercado. Si le interesa conocer la evolución del país, es importante tener en cuenta que su capital es Londres. Otros aspectos relevantes son los movimientos de las instituciones más importantes de economías relacionadas, como las británica, la europea y la estadounidense:",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.institutions.list[0],Bank of England,Banco de Inglaterra,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.institutions.list[1],Federal Reserve,Reserva Federal,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.institutions.list[2],European Central Bank,Banco Central Europeo,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.institutions.title,Which are the most important economic institutions for the UK?,¿Cuáles son las instituciones económicas más importantes para el Reino Unido?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[0].text,BoE Interest Rate Decision,Decisión de tipos de interés del BoE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[0].url,/economic-calendar/event/9959649d-be62-47f5-bafa-ff2f474b9e13,/calendario-economico/event/9959649d-be62-47f5-bafa-ff2f474b9e13,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[1].text,ILO Unemployment Rate,Tasa de desempleo ILO,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[1].url,/economic-calendar/event/98bb2374-b9f9-46ae-93e3-9f7e8a4391c,/calendario-economico/event/98bb2374-b9f9-46ae-93e3-9f7e8a4391c,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[2].text,UK Gross Domestic Product,Producto Interior Bruto del Reino Unido,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[2].url,/economic-calendar/event/61b1d6bb-698e-41f7-8100-dc668c635c8b,/calendario-economico/event/61b1d6bb-698e-41f7-8100-dc668c635c8b,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[3].text,Nonfarm Payrolls,Nóminas no agrícolas,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[3].url,/economic-calendar/event/9cdf56fd-99e4-4026-aa99-2b6c0ca92811,/calendario-economico/event/9cdf56fd-99e4-4026-aa99-2b6c0ca92811,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[4].text,FED Interest Rate Decision,Decisión de tipos de interés de la Fed,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.leftColumn[4].url,/economic-calendar/event/fcfae951-09a7-449e-b6fe-525e1335aaba,/calendario-economico/event/fcfae951-09a7-449e-b6fe-525e1335aaba,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[0].text,ECB Interest Rate Decision,Decisión de tipos de interés del BCE,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[0].url,/economic-calendar/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,/calendario-economico/event/1a094a5e-3dee-4c96-b3bb-7c35cc52fa83,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[1].text,BoJ Interest Rate Decision,Decisión de tipos de interés del BoJ,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[1].url,/economic-calendar/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,/calendario-economico/event/8b3a0864-3ad8-4510-88a5-acaf0dc44ce0,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[2].text,UK Markit Services PMI,PMI de servicios Markit del Reino Unido,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[2].url,/economic-calendar/event/0fbc81b5-a029-4c0e-a5c7-9baf1fc47cd2,/calendario-economico/event/0fbc81b5-a029-4c0e-a5c7-9baf1fc47cd2,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[3].text,UK Industrial Production,Producción industrial del Reino Unido,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.rightColumn[3].url,/economic-calendar/event/727dc859-0e7d-4209-8f28-70acb2ea2d61,/calendario-economico/event/727dc859-0e7d-4209-8f28-70acb2ea2d61,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.relatedEvents.title,Related economic events,Eventos económicos relacionados,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-kingdom.title,Why the UK economic calendar matters?,¿Por qué importa el calendario económico del Reino Unido?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.description1,"The US economic calendar is the most important one since the country is the world's largest economy. The most important indicators mainly impact the price of the dollar, having important effects in other markets and currencies. The major pairs that are most influenced by the American economic data are EUR/USD, GBP/USD, and USD/JPY.","El calendario económico de EE. UU. es el más importante, ya que el país es la mayor economía del mundo. Los indicadores más relevantes impactan principalmente el precio del dólar, con efectos importantes en otros mercados y divisas. Los principales pares más influenciados por los datos económicos estadounidenses son EUR/USD, GBP/USD y USD/JPY.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.description2,"The organizations that publish the most meaningful indicators, the ones that carry the greatest impact in the markets, are the US Bureau of Labor Statistics, the US Bureau of Economic Analysis, the US Census Bureau, and the Energy Information Administration. Of special interest are the Federal Reserve decisions, usually announced by Governor Jerome Powell.","Las organizaciones que publican los indicadores más relevantes, los que tienen mayor impacto en los mercados, son la Oficina de Estadísticas Laborales de EE. UU., la Oficina de Análisis Económico, la Oficina del Censo y la Administración de Información Energética. De especial interés son las decisiones de la Reserva Federal, normalmente anunciadas por el Gobernador Jerome Powell.",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.description,The US regularly publishes data on various economic events that have a significant impact on its economy and various economies connected to American reality. Here you have an editorial selection made by the FXStreet team about the economic events that could have the most impact on your trading in the next months:,EE. UU. publica regularmente datos sobre diversos eventos económicos que tienen un impacto significativo en su economía y en otras economías vinculadas a la realidad estadounidense. Aquí tiene una selección editorial del equipo de FXStreet sobre los eventos económicos que podrían tener mayor impacto en su trading en los próximos meses:,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[0],FED Interest Rate Decision,Decisión de tipos de interés de la Fed,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[1],FOMC Minutes,Minutas del FOMC,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[2],Non Farm Payrolls,Nóminas no agrícolas,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[3],ISM Non-Manufacturing PMI,PMI ISM de servicios no manufactureros,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[4],Retail Sales Control Group,Grupo de control de ventas minoristas,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.events[5],Nondefense Capital Goods Orders ex Aircraft,Pedidos de bienes de capital no defensivos excl. aeronaves,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.importantEvents.title,What are the most important economic events for the United States?,¿Cuáles son los eventos económicos más importantes para Estados Unidos?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.institutions.description,"The FXStreet editorial team has selected the most important institutions for the United States that generate most of the events with great volatility in the market. If you're interested in knowing the evolution of the country, it's important to take into account that it has its capital in Washington DC. Other important things to take into account are the movements of the most relevant institutions of other related economies, such as the European and the American ones:","El equipo editorial de FXStreet ha seleccionado las instituciones más importantes para Estados Unidos que generan la mayoría de los eventos con gran volatilidad en el mercado. Si le interesa conocer la evolución del país, es importante tener en cuenta que su capital es Washington D. C. Otros aspectos relevantes son los movimientos de las instituciones más importantes de otras economías relacionadas, como las europea y la estadounidense:",,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.institutions.list[0],Federal Reserve,Reserva Federal,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.institutions.list[1],European Central Bank,Banco Central Europeo,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.institutions.title,Which are the most important economic institutions for the United States?,¿Cuáles son las instituciones económicas más importantes para Estados Unidos?,,Pendiente,
componentes/calendar-guide,calendar-guide,countries.united-states.relatedEvents.leftColumn[0].text,EIA Crude Oil Stocks change,Variación de las reservas de petróleo crudo EIA,,Pendiente,
