Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
brokers,BrokerReview,schema.publisherDescription,"At FXStreet, we aim to provide our readers an honest and impartial look at certain brokers that you might be interested in trying. We analyze every aspect a trader might consider when going through the process of selecting a broker to open an account and start trading. Every trader is different and not everyone looks at the same features when picking a broker, so our reviews evaluate closely different categories of a particular broker – account conditions, trading settings, tools available, trust, customer service and overall user experience. Our broker reviews aim to save you the tedious and risky process of setting up an account with an unknown brokerage, with your own time and funds, before finding out if it is the right fit for you. All Broker reviews are researched and written by FXStreet and follow our editorial values – which include, among others, being accurate, objective, trader-centered and transparent. Brokers pay to be reviewed by FXStreet, but our researchers and writers act with full autonomy when doing these reviews, and their work is unaffected by any pressures from brokers or commercial interests. As an independent financial media company since our foundation, FXStreet takes the view of the traders in every editorial decision we make.Read more about how do we score brokers.","En FXStreet, nuestro objetivo es ofrecer a nuestros lectores una visión honesta e imparcial de ciertos brókeres que podrían interesarles. Analizamos todos los aspectos que un trader podría considerar al seleccionar un bróker para abrir una cuenta y comenzar a operar. Cada trader es diferente y no todos buscan las mismas características al elegir un bróker, por lo que nuestras reseñas evalúan en detalle diferentes categorías de cada bróker: condiciones de la cuenta, configuración de trading, herramientas disponibles, confianza, servicio al cliente y experiencia general del usuario. Nuestras reseñas de brókeres buscan ahorrarle el tedioso y arriesgado proceso de abrir una cuenta con un bróker desconocido, con su propio tiempo y fondos, antes de determinar si es el adecuado para usted. Todas las reseñas de brókeres son investigadas y redactadas por FXStreet y siguen nuestros valores editoriales, que incluyen, entre otros, ser precisos, objetivos, estar centrados en el trader y ser transparentes. Los brókeres pagan para ser evaluados por FXStreet, pero nuestros investigadores y escritores actúan con total autonomía al realizar estas reseñas, y su trabajo no se ve afectado por presiones de brókeres o intereses comerciales. Como empresa de medios financieros independiente desde nuestra fundación, FXStreet tiene en cuenta el punto de vista de los traders en cada decisión editorial que tomamos. Lea más sobre cómo calificamos a los brokers.",,Pendiente,
brokers,BrokerReview,scoringGrid.howWeScore,How do we score brokers,¿Cómo calificamos a los brokers?,,Pendiente,
brokers,BrokerReview,scoringGrid.howWeScoreUrl,/info/how-we-score-reviews,/info/how-we-score-reviews,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.accountConditions.label,Account Conditions,Condiciones de la cuenta,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.customerService.label,Customer Service,Atención al cliente,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.toolsResources.label,Tools and Resources,Herramientas y recursos,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.tradingExperience.label,Trading Settings,Configuración de trading,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.trust.label,Trust,Confianza,,Pendiente,
brokers,BrokerReview,scoringGrid.sections.userExperience.label,User Experience,Experiencia de usuario,,Pendiente,
brokers,BrokerReview,toolsResources.defaultSubtitle,Excellent platforms plus great extras,Excelentes plataformas y fantásticos extras,,Pendiente,
brokers,BrokerReview,toolsResources.id,toolsResources,toolsResources,,Pendiente,
brokers,BrokerReview,toolsResources.score,Score:,Puntuación:,,Pendiente,
brokers,BrokerReview,toolsResources.subSections.additionalTradingTools,Additional trading tools,Complementos adicionales,,Pendiente,
brokers,BrokerReview,toolsResources.subSections.education,Education,Educación,,Pendiente,
brokers,BrokerReview,toolsResources.subSections.otherTools,Other tools,Otras herramientas,,Pendiente,
brokers,BrokerReview,toolsResources.subSections.tradingPlatforms,Trading platforms,Plataformas de trading,,Pendiente,
brokers,BrokerReview,toolsResources.title,Tools and Resources,Herramientas y recursos,,Pendiente,
brokers,BrokerReview,tradingSettings.defaultSubtitle,Strong execution quality and high leverage options,Alta calidad de ejecución y opciones de alto apalancamiento,,Pendiente,
brokers,BrokerReview,tradingSettings.id,tradingExperience,tradingExperience,,Pendiente,
brokers,BrokerReview,tradingSettings.score,Score:,Puntuación:,,Pendiente,
brokers,BrokerReview,tradingSettings.subSections.assetsAndInstruments,Assets and instruments,Activos e instrumentos,,Pendiente,
brokers,BrokerReview,tradingSettings.subSections.executionQuality,Execution quality,Calidad de ejecución,,Pendiente,
brokers,BrokerReview,tradingSettings.subSections.leverage,Leverage,Apalancamiento,,Pendiente,
brokers,BrokerReview,tradingSettings.subSections.lotSizes,Lot sizes,Tamaños de lote,,Pendiente,
brokers,BrokerReview,tradingSettings.title,Trading Settings,Configuración de trading,,Pendiente,
brokers,BrokerReview,trust.defaultSubtitle,Different levels of oversight and protection,Diferentes niveles de supervisión y protección,,Pendiente,
brokers,BrokerReview,trust.id,trust,trust,,Pendiente,
brokers,BrokerReview,trust.score,Score:,Puntuación:,,Pendiente,
brokers,BrokerReview,trust.subSections.otherProtection,Other protection,Otra protección,,Pendiente,
brokers,BrokerReview,trust.subSections.regulationTiers,Regulation tiers and alerts,Niveles de regulación y alertas,,Pendiente,
brokers,BrokerReview,trust.subSections.reputation,Reputation,Reputación,,Pendiente,
brokers,BrokerReview,trust.title,Trust,Confianza,,Pendiente,
brokers,BrokerReview,userExperience.defaultSubtitle,Friendly platforms and a quick setup,Plataformas amigables y una configuración rápida.,,Pendiente,
brokers,BrokerReview,userExperience.id,userExperience,userExperience,,Pendiente,
brokers,BrokerReview,userExperience.score,Score:,Puntuación:,,Pendiente,
brokers,BrokerReview,userExperience.subSections.accountOpeningProcess,Account opening process,Proceso de apertura de la cuenta,,Pendiente,
brokers,BrokerReview,userExperience.subSections.mobileAppFriendliness,Mobile App friendliness,Facilidad de uso de la aplicación móvil,,Pendiente,
brokers,BrokerReview,userExperience.subSections.webDesignAndNavigation,Web design and navigation,Diseño web y navegación,,Pendiente,
brokers,BrokerReview,userExperience.title,User Experience,Experiencia de usuario,,Pendiente,
brokers,BrokerReviewsSubHome,allResults,All results:,Todos los resultados:,,Pendiente,
brokers,BrokerReviewsSubHome,backToHome,Back to Homepage,Volver al inicio,,Pendiente,
brokers,BrokerReviewsSubHome,brokersMatchYourCriteria,{count} brokers match your criteria,{count} Brokers que coinciden con tus criterios,,Pendiente,
brokers,BrokerReviewsSubHome,coverText[0],"FXStreet's Forex Broker Reviews service offers in-depth analyses of specific brokers, enabling traders to make informed decisions with trusted insights.","El servicio de Reseñas de Brókers de Forex de FXStreet ofrece análisis en profundidad de brókers específicos, permitiendo a los traders tomar decisiones informadas con información confiable.",,Pendiente,
brokers,BrokerReviewsSubHome,coverText[1],"These reviews are based on a comprehensive, honest, and impartial evaluation of different categories of a particular broker. All reviews are researched and written by FXStreet and follow our editorial values – which include, among others, being accurate, objective, accountable, trader-centered and transparent.","Estas reseñas se basan en una evaluación completa, honesta e imparcial de diferentes categorías de un bróker en particular. Todas las reseñas son investigadas y escritas por FXStreet y siguen nuestros valores editoriales, que incluyen, entre otros, ser precisos, objetivos, responsables, centrados en el trader y transparentes.",,Pendiente,
brokers,BrokerReviewsSubHome,coverText[2],"While brokers pay to be reviewed by FXStreet, our researchers and writers conduct these reviews with complete autonomy, and their work remains unaffected by any pressures from brokers or commercial interests.","Aunque los brókers pagan para ser evaluados por FXStreet, nuestros investigadores y redactores realizan estas reseñas con total autonomía, y su trabajo no se ve afectado por presiones de los brókers o intereses comerciales.",,Pendiente,
brokers,BrokerReviewsSubHome,disclaimer,"We're committed to the highest standards of editorial integrity. Still, it's crucial to recognize that some products we mention come from our partners. <a href=""/info/advertising-model"" class=""underline hover:text-main-primary"">Here's an insight into how we make money.</a> While we strive to be comprehensive, the compensation we receive can influence the products, companies, or services we showcase and review. Not all available options may be featured on this page.","Estamos comprometidos con los más altos estándares de integridad editorial. Sin embargo, es crucial reconocer que algunos productos que mencionamos provienen de nuestros socios. <a href=""/info/advertising-model"" class=""underline hover:text-main-primary"">Aquí te explicamos cómo generamos ingresos.</a> Aunque nos esforzamos por ser exhaustivos, la compensación que recibimos puede influir en los productos, empresas o servicios que mostramos y reseñamos. No todas las opciones disponibles pueden aparecer en esta página.",,Pendiente,
brokers,BrokerReviewsSubHome,faqsTitle,FAQ's,Preguntas Frecuentes,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[0],"When choosing a Forex broker, the following key factors should be evaluated:","Al elegir un bróker de Forex, se deben evaluar los siguientes factores clave:",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[1],"<strong>Trading platform and execution:</strong> Assess the reliability, speed, and functionality of the trading platform. Look for features such as customizable interfaces, advanced charting tools, order execution speed, and mobile trading app availability. Analyse historical data on platform performance, including uptime, latency, and order execution times.","<strong>Plataforma de trading y ejecución:</strong> Evalúe la fiabilidad, velocidad y funcionalidad de la plataforma de trading. Busque características como interfaces personalizables, herramientas avanzadas de gráficos, velocidad de ejecución de órdenes y disponibilidad de aplicaciones móviles de trading. Analice datos históricos sobre el rendimiento de la plataforma, incluyendo tiempo de actividad, latencia y tiempos de ejecución de órdenes.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[2],"<strong>Asset offering and market coverage:</strong> Examine the range of tradable assets and market coverage offered by each broker. Evaluate data sets on available currency pairs, commodities, indices, and cryptocurrencies. Consider factors like liquidity, spreads, and overnight financing rates across different asset classes.","<strong>Oferta de activos y cobertura de mercado:</strong> Examine la gama de activos negociables y la cobertura de mercado que ofrece cada bróker. Evalúe conjuntos de datos sobre pares de divisas disponibles, materias primas, índices y criptomonedas. Considere factores como liquidez, spreads y tasas de financiación nocturna.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[3],"<strong>Regulatory compliance and security:</strong> Review data sets related to regulatory compliance and security measures implemented by brokers. Check for licenses from reputable financial authorities and the adherence to strict regulatory standards. Assess the broker's track record regarding security breaches, data protection measures, and client fund segregation.","<strong>Cumplimiento regulatorio y seguridad:</strong> Revisa conjuntos de datos relacionados con el cumplimiento regulatorio y las medidas de seguridad implementadas por los brókers. Verifica licencias de autoridades financieras reputadas y la adhesión a estándares regulatorios estrictos. Evalúa el historial del bróker en brechas de seguridad, medidas de protección de datos y segregación de fondos de clientes.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[4],"<strong>Trading costs and fee structures:</strong> Analyse fee structures, spreads, commissions, and hidden charges associated with trading. Compare data sets on bid-ask spreads, overnight financing rates, deposit-withdrawal fees, and inactivity fees across different brokers. Consider the overall cost of trading, including transaction costs and funding expenses.","<strong>Costos de trading y estructura de tarifas:</strong> Analiza las estructuras de tarifas, spreads, comisiones y cargos ocultos asociados con el trading. Compara conjuntos de datos sobre spreads de compra-venta, tasas de financiación nocturna, comisiones de depósito-retiro y cargos de inactividad entre diferentes brokers. Considera el costo total del trading, incluyendo los costos de transacción y los gastos de financiación.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].answerParagraphs[5],"By analyzing these factors and comparing the offerings of different brokers, you can make an informed decision and find a Forex broker that aligns with your trading objectives, preferences, and risk tolerance.","Al analizar estos factores y comparar las ofertas de diferentes brókers, puede tomar una decisión informada y encontrar un bróker de Forex que se alinee con sus objetivos de trading, preferencias y tolerancia al riesgo.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[0].question,How to choose a Forex Broker?,¿Cómo elegir un Bróker de Forex?,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[1].answerParagraphs[0],"To determine the best Forex broker, it is essential to compare data across various brokers and tailor your selection to your personal needs.","Para determinar el mejor bróker de Forex, es esencial comparar datos entre varios brókers y adaptar su selección a sus necesidades personales.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[1].answerParagraphs[1],"Generally, top-tier brokers will have a very wide range of tradable assets, good liquidity providers, STP (straight-through processing), and low spreads, fees, and commissions.","Generalmente, los brókers de primer nivel tendrán una gama muy amplia de activos negociables, buenos proveedores de liquidez, STP (procesamiento directo) y bajos spreads, tarifas y comisiones.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[1].answerParagraphs[2],"These will also have full regulatory compliance with reputable authorities, strong security measures, data protection, and fund segregation. Deposits and withdrawals will be fast, and the interface easily navigated.","Estos también tendrán total cumplimiento regulatorio con autoridades de renombre, fuertes medidas de seguridad, protección de datos y segregación de fondos. Los depósitos y retiros serán rápidos, y la interfaz fácil de navegar.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[1].answerParagraphs[3],"By thoroughly comparing the data sets covered, one can identify the Forex broker that best meets trading objectives and personal needs.","Al comparar exhaustivamente los conjuntos de datos cubiertos, se puede identificar el bróker de Forex que mejor satisface los objetivos de trading y las necesidades personales.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[1].question,How to know which Forex broker is the best?,¿Cómo saber cuál es el mejor Bróker de Forex?,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[0],"Forex trading, also known as foreign exchange trading, is the act of buying and selling currencies on the foreign exchange market with the aim of making a profit. It is one of the largest and most liquid financial markets globally.","El trading de Forex, también conocido como trading de divisas, es el acto de comprar y vender monedas en el mercado de divisas con el objetivo de obtener beneficios. Es uno de los mercados financieros más grandes y líquidos a nivel mundial.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[1],"At its core, Forex trading involves speculating on the relative value of different currencies. Traders aim to profit from fluctuations in exchange rates between currency pairs, such as EUR/USD or GBP/JPY. The Forex market operates 24 hours a day, five days a week, allowing traders to engage in trading activities at any time.","En esencia, el trading de Forex implica especular sobre el valor relativo de diferentes monedas. Los traders buscan beneficiarse de las fluctuaciones en los tipos de cambio entre pares de divisas, como EUR/USD o GBP/JPY. El mercado de Forex opera 24 horas al día, cinco días a la semana, permitiendo a los traders participar en actividades de trading en cualquier momento.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[2],"Forex trading is also sometimes used loosely to refer to CFD (Contract for Difference) trading. CFDs are instruments that allow traders to speculate on the price movements of various assets—such as shares, indices, commodities, cryptocurrencies, and fiat currencies—without owning the underlying asset.","El trading de Forex también es un término general para el trading de CFD. CFD es la abreviatura de contrato por diferencia y es el método de especular sobre el precio subyacente de un activo, como acciones, índices, materias primas, criptomonedas y monedas fiduciarias.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[3],"Forex trading has several advantages, such as high liquidity, low transaction costs, and access to leverage. Leverage enables traders to control larger positions with a smaller amount of capital. However, leverage also increases the risk of losses, so traders should always assess their risk tolerance and develop appropriate trading strategies before entering the market.","El trading de Forex ofrece ventajas, incluyendo alta liquidez, bajos costos de transacción y la capacidad de operar con apalancamiento, lo que permite a los traders controlar posiciones más grandes con una pequeña cantidad de capital. Sin embargo, también conlleva riesgos, por lo que los traders deben considerar cuidadosamente su tolerancia al riesgo y estrategias de trading antes de entrar al mercado.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[4],"Whether Forex trading is profitable for an individual trader depends on their ability to analyze the market, implement a sound trading strategy, and manage risks effectively.",,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].answerParagraphs[5],"Success in Forex trading requires continuous learning, adaptability, and discipline. While it can be profitable, it is not without risks, and traders should be prepared to face both profits and losses in their trading journey.",,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[2].question,What is Forex trading?,¿Qué es el trading de Forex?,,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].answerParagraphs[0],"Like any investment activity, success in Forex trading depends greatly on the trader’s skills, knowledge, and experience. Understanding market dynamics, performing technical and fundamental analysis, and applying effective risk management are all critical components.","Como cualquier actividad de inversión, el éxito en el trading de Forex depende en gran medida de las habilidades, conocimientos y experiencia del trader. Entender la dinámica del mercado, el análisis técnico y fundamental, y la gestión eficaz de riesgos son aspectos críticos.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].answerParagraphs[1],"The profitability of Forex trading is influenced by factors such as current market conditions, trading strategy, risk management, and the individual psychology of the trader. Some participants may realize significant profits, while others may incur losses. It is essential to approach Forex trading with realistic expectations and a well-defined trading plan.","La rentabilidad del trading de Forex depende de factores clave, como las condiciones del mercado, la estrategia de trading, la gestión de riesgos y la psicología individual del trader. Mientras que algunos traders pueden experimentar beneficios significativos, otros pueden incurrir en pérdidas. El trading de Forex debe abordarse con expectativas realistas y un plan de trading bien definido.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].answerParagraphs[2],"High liquidity is one major advantage of Forex trading, allowing traders to enter and exit positions with relative ease. However, while leverage can magnify profits, it also increases the risk of greater losses.","Una de las ventajas del trading de Forex es su alta liquidez, que permite a los traders entrar y salir de posiciones con facilidad. Además, la capacidad de operar con apalancamiento puede amplificar las ganancias, pero también aumenta el potencial de pérdidas.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].answerParagraphs[3],,"Si el trading de Forex es rentable para un trader individual depende de su capacidad para analizar el mercado, implementar una estrategia de trading sólida y gestionar los riesgos de manera efectiva.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].answerParagraphs[4],,"El éxito en el trading de Forex requiere un aprendizaje continuo, adaptabilidad y disciplina. Aunque puede ser rentable, no está libre de riesgos, y los traders deben estar preparados para enfrentar tanto ganancias como pérdidas en su viaje de trading.",,Pendiente,
brokers,BrokerReviewsSubHome,faqs[3].question,Is Forex profitable?,¿Es rentable el Forex?,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.bonds,Bonds,Bonos,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.crypto,Crypto,Criptomonedas,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.etfs,ETFs,ETFs,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.forex,Forex,Forex,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.gold,Gold,Oro,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.indices,Indices,Índices,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.oilEnergies,Oil (& Energies),Petróleo (y Energías),,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.otherCommodities,Other Commodities,Otras Materias Primas,,Pendiente,
brokers,BrokerReviewsSubHome,marketOptions.stocks,Stocks,Acciones,,Pendiente,
brokers,BrokerReviewsSubHome,markets,Markets,Mercados,,Pendiente,
brokers,BrokerReviewsSubHome,noResultsDescription,"It looks like we don’t have any brokers available for your country right now, but we hope to bring them to you in the future.","Parece que no tenemos brókers disponibles para tu país en este momento, pero esperamos poder ofrecértelos en el futuro.",,Pendiente,
brokers,BrokerReviewsSubHome,noResultsTitle,Ops! No brokers available here yet,¡Ups! Aún no hay brókers disponibles aquí,,Pendiente,
brokers,BrokerReviewsSubHome,searchPlaceholder,Search by name,Buscar por nombre,,Pendiente,
