Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/cookie-policy,cookie-policy,cookieList.categories[2].cookies[2].description,Legacy Google Analytics (Urchin) cookies to track behavior and traffic source.,Cookies heredadas de Google Analytics (Urchin) para rastrear el comportamiento y la fuente del tráfico.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[2].cookies[2].duration,Variable,Variable,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[2].cookies[2].host,fxstreet.com,fxstreet.com,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[2].cookies[2].name,__utma / __utmb / __utmz,__utma / __utmb / __utmz,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[2].description,"Help us understand how visitors interact with the web, detecting errors and measuring traffic in an aggregated and anonymous manner.","Nos ayudan a entender cómo interactúan los visitantes con la web, detectando errores y midiendo el tráfico de forma agregada y anónima.",,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[2].title,C. ANALYTICAL AND MEASUREMENT COOKIES (Performance),C. COOKIES ANALÍTICAS Y DE MEDICIÓN (Rendimiento),,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[0].description,Associated with Google DoubleClick. Allow showing personalized ads and measuring the success of marketing campaigns.,Asociadas a Google DoubleClick. Permiten mostrar anuncios personalizados y medir el éxito de las campañas de marketing.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[0].duration,1 year,1 año,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[0].host,fxstreet.com / doubleclick.net,fxstreet.com / doubleclick.net,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[0].name,__gads / __gpi / IDE,__gads / __gpi / IDE,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[1].description,Controls the display of 'roadblock' type ads to avoid saturating navigation.,Controla la visualización de anuncios de tipo 'roadblock' para no saturar la navegación.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[1].duration,Session,Sesión,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[1].host,fxstreet.com,fxstreet.com,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[1].name,PopupAd_roadblocks,PopupAd_roadblocks,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[2].description,Tracks visitors to present relevant ads based on their previous preferences.,Rastrea visitantes para presentar anuncios relevantes basados en sus preferencias previas.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[2].duration,Session,Sesión,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[2].host,fxstreet.com,fxstreet.com,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[2].name,UserMatchHistory,UserMatchHistory,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[3].description,Used by YouTube (Google) to manage preferences in embedded videos and measure views.,Utilizadas por YouTube (Google) para gestionar las preferencias en vídeos incrustados y medir las visualizaciones.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[3].duration,5 months / Session,5 meses / Sesión,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[3].host,youtube.com,youtube.com,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[3].name,VISITOR_INFO1_LIVE / YSC,VISITOR_INFO1_LIVE / YSC,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[4].description,Used by LinkedIn for tracking embedded services and social widgets.,Utilizada por LinkedIn para el seguimiento de servicios embebidos y widgets sociales.,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[4].duration,Session,Sesión,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[4].host,linkedin.com,linkedin.com,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].cookies[4].name,bscookie,bscookie,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].description,"Used to manage advertising spaces, prevent you from seeing the same ad repeatedly, and show you advertising according to your financial interests.","Se utilizan para gestionar los espacios publicitarios, evitar que vea el mismo anuncio repetidamente y mostrarle publicidad acorde a sus intereses financieros.",,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.categories[3].title,D. ADVERTISING AND MARKETING COOKIES (Targeting),D. COOKIES DE PUBLICIDAD Y MARKETING (Targeting),,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.intro,"At FXStreet, we use cookies and tracking technologies for various purposes: from basic technical operation to content and advertising personalization. Below, we detail the cookies we use, classified by their function and provider.","En FXStreet utilizamos cookies y tecnologías de seguimiento para diversas finalidades: desde el funcionamiento técnico básico hasta la personalización de contenidos y publicidad. A continuación, detallamos las cookies que utilizamos, clasificadas por su función y proveedor.",,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.table.cookie,Cookie,Cookie,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.table.description,Description,Descripción,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.table.duration,Duration,Duración,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.table.host,Host,Host,,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.thirdPartyNote.content,"FXStreet uses third-party services (such as Google, Hotjar, Typeform, and YouTube) that may install cookies on your device. By using our Privacy Settings system (Google Tool), you can specifically accept or reject the use of these cookie categories.","FXStreet utiliza servicios de terceros (como Google, Hotjar, Typeform y YouTube) que pueden instalar cookies en su dispositivo. Al utilizar nuestro sistema de Configuración de Privacidad (Google Tool), usted puede aceptar o rechazar específicamente el uso de estas categorías de cookies.",,Pendiente,
componentes/cookie-policy,cookie-policy,cookieList.thirdPartyNote.title,NOTE ABOUT THIRD PARTIES,NOTA SOBRE TERCEROS,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[0].paragraphs[0],"Cookies are small text files stored in your browser to improve your experience and provide us with traffic information. At FXStreet, we use cookies to remember your preferences (like language or login) and to understand how you interact with our content.","Las cookies son pequeños archivos de texto almacenados en su navegador para mejorar su experiencia y proporcionarnos información de tráfico. En FXStreet, utilizamos cookies para recordar sus preferencias (como el idioma o el inicio de sesión) y para comprender cómo interactúa con nuestro contenido.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[0].paragraphs[1],"Our websites (www.fxstreet.com and www.forex.es) comply with the latest privacy regulations, including GDPR and ePrivacy Directive.","Nuestros sitios web (www.fxstreet.com y www.forex.es) cumplen con las últimas regulaciones de privacidad, incluido el RGPD y la Directiva de Privacidad Electrónica.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[0].title,1. What are cookies?,1. ¿Qué son las cookies?,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[1].paragraphs[0],Our websites use <strong>Google Consent Mode v2</strong>. This technology allows us to respect your privacy choices dynamically:,Nuestros sitios web utilizan <strong>Google Consent Mode v2</strong>. Esta tecnología nos permite respetar sus elecciones de privacidad de forma dinámica:,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[1].paragraphs[1],<strong>If you accept cookies:</strong> We collect data normally for analytics and personalized ads.,<strong>Si acepta las cookies:</strong> Recopilamos datos normalmente para análisis y anuncios personalizados.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[1].paragraphs[2],"<strong>If you decline:</strong> Google services will operate in a ""restricted"" mode. We won't store tracking cookies, but we may receive aggregate, non-identifiable data to measure our site's performance without identifying you.","<strong>Si las rechaza:</strong> Los servicios de Google operarán en modo ""restringido"". No almacenaremos cookies de seguimiento, pero podemos recibir datos agregados y no identificables para medir el rendimiento de nuestro sitio sin identificarle.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[1].paragraphs[3],This means FXStreet can continue to improve the user experience while fully respecting your privacy preferences.,Esto significa que FXStreet puede seguir mejorando la experiencia del usuario respetando plenamente sus preferencias de privacidad.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[1].title,2. Google Consent Mode v2,2. Google Consent Mode v2,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].paragraphs[0],"Instead of complex descriptions, we classify our cookies into four clear groups:","En lugar de descripciones complejas, clasificamos nuestras cookies en cuatro grupos claros:",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.headers[0],Category,Categoría,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.headers[1],Description,Descripción,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.headers[2],Legal Basis,Base Legal,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[0].category,Strictly Necessary,Estrictamente Necesarias,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[0].description,"Essential for the website to function (Security, Load Balancing, Login).","Esenciales para que el sitio web funcione (Seguridad, Equilibrio de Carga, Inicio de Sesión).",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[0].legal,Legitimate Interest (Cannot be disabled),Interés Legítimo (No se pueden desactivar),,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[1].category,Functional,Funcionales,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[1].description,"Remember your settings like language, charts, and dark mode.","Recuerdan su configuración como idioma, gráficos y modo oscuro.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[1].legal,Consent,Consentimiento,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[2].category,Analytics,Analíticas,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[2].description,We use Google Analytics 4 (GA4) and Hotjar to see which news and pairs are most popular.,Utilizamos Google Analytics 4 (GA4) y Hotjar para ver qué noticias y pares son más populares.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[2].legal,Consent,Consentimiento,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[3].category,Marketing,Marketing,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[3].description,Used by Google Ads and YouTube to show you relevant financial offers and videos.,Utilizadas por Google Ads y YouTube para mostrarle ofertas y vídeos financieros relevantes.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].table.rows[3].legal,Consent,Consentimiento,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[2].title,3. Categories of Cookies We Use,3. Categorías de Cookies que Utilizamos,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[3].paragraphs[0],You have full control over your data. You can change your mind at any time:,Tiene control total sobre sus datos. Puede cambiar de opinión en cualquier momento:,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[3].paragraphs[1],<strong>Our Privacy Tool:</strong> Click the [Privacy Settings] or [Cookies] link located in the footer of this website to re-open the configuration panel.,<strong>Nuestra Herramienta de Privacidad:</strong> Haga clic en el enlace [Configuración de Privacidad] o [Cookies] ubicado en el pie de página de este sitio web para volver a abrir el panel de configuración.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[3].paragraphs[2],"<strong>Browser Settings:</strong> You can also block or delete cookies through your browser (Chrome, Firefox, Safari, Edge).","<strong>Configuración del Navegador:</strong> También puede bloquear o eliminar cookies a través de su navegador (Chrome, Firefox, Safari, Edge).",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[3].paragraphs[3],<strong>Note:</strong> Disabling functional cookies may cause some interactive charts or the Economic Calendar to work incorrectly.,<strong>Nota:</strong> Desactivar las cookies funcionales puede hacer que algunos gráficos interactivos o el Calendario Económico no funcionen correctamente.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[3].title,4. How to Manage or Revoke Your Consent,4. Cómo Gestionar o Revocar su Consentimiento,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[0],These are the primary third-party services that set cookies on our site:,Estos son los principales servicios de terceros que establecen cookies en nuestro sitio:,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[1],"<strong>Google (GA4 / Ads):</strong> <code>_ga</code>, <code>_ga_XXXXXXXX</code>, <code>IDE</code>, <code>__gads</code>. Used for traffic measurement and advertising.","<strong>Google (GA4 / Ads):</strong> <code>_ga</code>, <code>_ga_XXXXXXXX</code>, <code>IDE</code>, <code>__gads</code>. Utilizadas para medición de tráfico y publicidad.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[2],<strong>Cloudflare:</strong> <code>__cf_bm</code>. Strictly necessary for bot protection and website security.,<strong>Cloudflare:</strong> <code>__cf_bm</code>. Estrictamente necesaria para protección contra bots y seguridad del sitio web.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[3],"<strong>Hotjar:</strong> <code>_hjSession</code>, <code>_hjUser</code>. Used to understand user heatmaps and improve website design.","<strong>Hotjar:</strong> <code>_hjSession</code>, <code>_hjUser</code>. Utilizadas para comprender mapas de calor de usuarios y mejorar el diseño del sitio web.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[4],<strong>Azure:</strong> <code>ARRAffinity</code>. Necessary for technical performance and server stability.,<strong>Azure:</strong> <code>ARRAffinity</code>. Necesaria para el rendimiento técnico y la estabilidad del servidor.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[5],<strong>YouTube:</strong> <code>VISITOR_INFO1_LIVE</code>. Used when you watch our expert video analysis.,<strong>YouTube:</strong> <code>VISITOR_INFO1_LIVE</code>. Utilizada cuando ve nuestros análisis de vídeo de expertos.,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].paragraphs[6],"For a complete and detailed list of all cookies, including their duration and specific purposes, please refer to the <strong>Cookie List</strong> tab.","Para una lista completa y detallada de todas las cookies, incluida su duración y propósitos específicos, consulte la pestaña <strong>Lista de Cookies</strong>.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[4].title,5. Main Cookies List,5. Lista Principal de Cookies,,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[5].paragraphs[0],"When you consent to analytics or marketing cookies, some data may be processed in the United States by providers like Google or Microsoft. These companies are certified under the <strong>EU-U.S. Data Privacy Framework</strong>, ensuring a level of protection equivalent to European standards.","Cuando consiente las cookies de análisis o marketing, algunos datos pueden ser procesados en los Estados Unidos por proveedores como Google o Microsoft. Estas empresas están certificadas bajo el <strong>Marco de Privacidad de Datos UE-EE.UU.</strong>, garantizando un nivel de protección equivalente a los estándares europeos.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[5].paragraphs[1],"For more information about how we protect your data when transferring it internationally, please refer to our <a href=""/info/privacy-policy"" class=""text-main-primary hover:underline"">Privacy Policy</a>.","Para más información sobre cómo protegemos sus datos al transferirlos internacionalmente, consulte nuestra <a href=""/info/privacy-policy"" class=""text-main-primary hover:underline"">Política de Privacidad</a>.",,Pendiente,
componentes/cookie-policy,cookie-policy,policy.sections[5].title,6. International Data Transfers,6. Transferencias Internacionales de Datos,,Pendiente,
componentes/cookie-policy,cookie-policy,tabs.list,COOKIE LIST,LISTA DE COOKIES,,Pendiente,
componentes/cookie-policy,cookie-policy,tabs.listTitle,Cookie List,Lista de Cookies,,Pendiente,
componentes/cookie-policy,cookie-policy,tabs.policy,COOKIE POLICY,POLÍTICA DE COOKIES,,Pendiente,
componentes/cookie-policy,cookie-policy,tabs.policyTitle,Cookie Policy,Política de Cookies,,Pendiente,
