Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/premium,premium,alreadyMember.benefits[1],More than <strong>20 different strategies</strong> applied,Más de <strong>20 estrategias distintas</strong> aplicadas,,Pendiente,
componentes/premium,premium,alreadyMember.benefits[2],Overseas <strong>community</strong>,<strong>Comunidad</strong> internacional,,Pendiente,
componentes/premium,premium,alreadyMember.benefits[3],<strong>Live &amp; recorded</strong> webinars,Webinars <strong>en directo y grabados</strong>,,Pendiente,
componentes/premium,premium,alreadyMember.benefits[4],Multi-device <strong>notifications</strong>,<strong>Notificaciones</strong> multidispositivo,,Pendiente,
componentes/premium,premium,alreadyMember.benefits[5],The <strong>most advanced trading tips and techniques</strong>,Los <strong>consejos y técnicas de trading más avanzados</strong>,,Pendiente,
componentes/premium,premium,alreadyMember.benefits[6],Dedicated <strong>teachers</strong> and <strong>experienced traders</strong>,<strong>Profesores</strong> dedicados y <strong>traders con experiencia</strong>,,Pendiente,
componentes/premium,premium,alreadyMember.cta,Go to FXStreet,Ir a FXStreet,,Pendiente,
componentes/premium,premium,alreadyMember.description,Don't miss out on your benefits:,No te pierdas tus ventajas:,,Pendiente,
componentes/premium,premium,alreadyMember.title,You're already an FXS Premium member,Ya eres miembro de FXS Premium,,Pendiente,
componentes/premium,premium,checkout.errorCta,Back to Premium,Volver a Premium,,Pendiente,
componentes/premium,premium,checkout.errorDescription,Something went wrong while preparing your subscription. Please try again.,Algo ha fallado al preparar tu suscripción. Vuelve a intentarlo.,,Pendiente,
componentes/premium,premium,checkout.errorTitle,We couldn't start your checkout,No hemos podido iniciar tu pago,,Pendiente,
componentes/premium,premium,checkout.redirecting,Taking you to the secure checkout…,Te llevamos al pago seguro…,,Pendiente,
componentes/premium,premium,cta.button,View Pricing,Ver precios,,Pendiente,
componentes/premium,premium,cta.description,Create your Premium account,Crea tu cuenta Premium,,Pendiente,
componentes/premium,premium,cta.title,Ready to partner with FXStreet?,¿Listo para asociarte con FXStreet?,,Pendiente,
componentes/premium,premium,experts.description,Meet the minds guiding you to smarter investments with expert analysis and insights,Conoce a las mentes que te guían hacia mejores inversiones con su análisis y experiencia,,Pendiente,
componentes/premium,premium,experts.items[0].bio,"Pablo merges his passions for economics and writing at FXStreet, where he also sheds light on how politics impact EUR/USD and much more.","Pablo une sus pasiones por la economía y la escritura en FXStreet, donde además explica cómo la política influye en el EUR/USD y mucho más.",,Pendiente,
componentes/premium,premium,experts.items[0].image,https://editorial.fxstreet.com/landingpages/AO/expert-pablo.png,https://editorial.fxstreet.com/landingpages/AO/expert-pablo.png,,Pendiente,
componentes/premium,premium,experts.items[0].name,Pablo Piovano,Pablo Piovano,,Pendiente,
componentes/premium,premium,experts.items[0].role,Macro-man,Macro-man,,Pendiente,
componentes/premium,premium,experts.items[1].bio,"Valeria Bednarik has been with FXStreet since 2005, churning out highly regarded analysis without missing a pip. Passionate about Forex, education and maths.","Valeria Bednarik forma parte de FXStreet desde 2005, publicando análisis de gran prestigio sin perderse un pip. Apasionada del Forex, la educación y las matemáticas.",,Pendiente,
componentes/premium,premium,experts.items[1].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-valeria.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-valeria.webp,,Pendiente,
componentes/premium,premium,experts.items[1].name,Valeria Bednarik,Valeria Bednarik,,Pendiente,
componentes/premium,premium,experts.items[1].role,Forex Queen,Forex Queen,,Pendiente,
componentes/premium,premium,experts.items[2].bio,The Pattern Expert. Ian is a Fibonacci fanatic. He has been in the game since 1987 and was Chief Technical Analyst at Signal Centre before joining FXStreet.,El experto en patrones. Ian es un fanático de Fibonacci. Lleva en esto desde 1987 y fue analista técnico jefe en Signal Centre antes de unirse a FXStreet.,,Pendiente,
componentes/premium,premium,experts.items[2].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-ian.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-ian.webp,,Pendiente,
componentes/premium,premium,experts.items[2].name,Ian Coleman,Ian Coleman,,Pendiente,
componentes/premium,premium,experts.items[2].role,Pattern monster,Pattern monster,,Pendiente,
componentes/premium,premium,experts.items[3].bio,A passionate Forex trader with profound technical and sentiment analysis knowledge and a fair touch of fundamental and quantitative analysis.,"Un apasionado del Forex con un profundo conocimiento del análisis técnico y de sentimiento, y un buen dominio del análisis fundamental y cuantitativo.",,Pendiente,
componentes/premium,premium,experts.items[3].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-khaled.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-khaled.webp,,Pendiente,
componentes/premium,premium,experts.items[3].name,Khaled Gad,Khaled Gad,,Pendiente,
componentes/premium,premium,experts.items[3].role,Sentiment Star,Sentiment Star,,Pendiente,
componentes/premium,premium,experts.items[4].bio,"Fundamental analysis expert, a politics addict, and a master of live coverages. In business since 2008 when he founded Forex Crunch.","Experto en análisis fundamental, adicto a la política y maestro de las coberturas en directo. En el sector desde 2008, cuando fundó Forex Crunch.",,Pendiente,
componentes/premium,premium,experts.items[4].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-yohay.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-yohay.webp,,Pendiente,
componentes/premium,premium,experts.items[4].name,Yohay Elam,Yohay Elam,,Pendiente,
componentes/premium,premium,experts.items[4].role,Coverage junkie,Coverage junkie,,Pendiente,
componentes/premium,premium,experts.items[5].bio,"Graduated in Communications, Guillermo has been working as a news editor and market analyst in diverse Forex-related firms, like FXStreet and Kantox.","Licenciado en Comunicación, Guillermo ha trabajado como redactor de noticias y analista de mercados en diversas firmas del sector Forex, como FXStreet y Kantox.",,Pendiente,
componentes/premium,premium,experts.items[5].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-guillermo.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-guillermo.webp,,Pendiente,
componentes/premium,premium,experts.items[5].name,Guillermo Alcala,Guillermo Alcala,,Pendiente,
componentes/premium,premium,experts.items[5].role,Fundamental expert,Fundamental expert,,Pendiente,
componentes/premium,premium,experts.items[6].bio,"Lead analyst of the European session, who writes previews on data releases and publishes daily and weekly forecasts on a variety of assets.","Analista principal de la sesión europea, escribe previas de las publicaciones de datos y publica previsiones diarias y semanales sobre multitud de activos.",,Pendiente,
componentes/premium,premium,experts.items[6].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-sengezer.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-sengezer.webp,,Pendiente,
componentes/premium,premium,experts.items[6].name,Eren Sengezer,Eren Sengezer,,Pendiente,
componentes/premium,premium,experts.items[6].role,The forecaster,The forecaster,,Pendiente,
componentes/premium,premium,experts.items[7].bio,"A finance enthusiast, having vast experience in analyzing and covering the global financial markets, with specialization in forex and commodities markets.","Entusiasta de las finanzas, con amplia experiencia analizando y cubriendo los mercados financieros globales, especializada en Forex y materias primas.",,Pendiente,
componentes/premium,premium,experts.items[7].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-dhwani.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/expert-dhwani.webp,,Pendiente,
componentes/premium,premium,experts.items[7].name,Dhwani Mehta,Dhwani Mehta,,Pendiente,
componentes/premium,premium,experts.items[7].role,Commodity Queen,Commodity Queen,,Pendiente,
componentes/premium,premium,experts.title,Unlock Wisdom: Your FXStreet Premium Experts,Descubre a los expertos de FXStreet Premium,,Pendiente,
componentes/premium,premium,faq.contactLink,mailto:contact@fxstreet.com,mailto:contact@fxstreet.com,,Pendiente,
componentes/premium,premium,faq.items[0].answer,"We are the go-to site for forex, commodities, and indices traders. Our quality, transparency and honesty stand out in the industry. Our Premium service offers exclusive analysis you will not find anywhere else, provided by our renowned analysts.","Somos el sitio de referencia para los traders de forex, materias primas e índices. Nuestra calidad, transparencia y honestidad destacan en el sector. Nuestro servicio Premium ofrece análisis exclusivos que no encontrarás en ningún otro sitio, elaborados por nuestros reconocidos analistas.",,Pendiente,
componentes/premium,premium,faq.items[0].question,Why should I subscribe to FXStreet Premium and not any other service?,¿Por qué debería suscribirme a FXStreet Premium y no a otro servicio?,,Pendiente,
componentes/premium,premium,faq.items[10].answer,"Once you sign up, we’ll set you up with Discord, which you can use on your computer, tablet, or mobile device. Everything is fitted to give you the best experience.","En cuanto te des de alta, te daremos acceso a Discord, que puedes usar en tu ordenador, tablet o móvil. Todo está preparado para ofrecerte la mejor experiencia.",,Pendiente,
componentes/premium,premium,faq.items[10].question,How do I access FXStreet Premium?,¿Cómo accedo a FXStreet Premium?,,Pendiente,
componentes/premium,premium,faq.items[1].answer,"Once you join us, we’ll set you up on Discord, our communications platform, where you can ask our analysts about any trade you have, any asset of interest and just anything on your mind. Our live webinars are also open to your questions.","En cuanto te unas, te daremos acceso a Discord, nuestra plataforma de comunicación, donde podrás preguntar a nuestros analistas sobre cualquier operación, cualquier activo que te interese o lo que se te pase por la cabeza. Nuestros webinars en directo también están abiertos a tus preguntas.",,Pendiente,
componentes/premium,premium,faq.items[1].question,How do I access the analysts?,¿Cómo accedo a los analistas?,,Pendiente,
componentes/premium,premium,faq.items[2].answer,"Yes, we will, and in a timely manner. Our analysts are there to prepare you for the action, provide instant insights during the critical moments and are there after the dust settles. You can access them directly on our inclusive platform. All questions are answered.","Sí, y en el momento oportuno. Nuestros analistas están ahí para prepararte antes de la acción, aportarte una lectura inmediata en los momentos críticos y acompañarte cuando se calman las aguas. Puedes acceder a ellos directamente en nuestra plataforma. Todas las preguntas se responden.",,Pendiente,
componentes/premium,premium,faq.items[2].question,Will you accompany me in my day-to-day trading?,¿Me acompañaréis en mi trading del día a día?,,Pendiente,
componentes/premium,premium,faq.items[3].answer,Not at all. Our knowledgeable analysts accommodate to the most newbie questions as well as the most sophisticated and esoteric ones.,En absoluto. Nuestros analistas resuelven tanto las preguntas más básicas como las más sofisticadas y específicas.,,Pendiente,
componentes/premium,premium,faq.items[3].question,Do I need vast trading experience before joining the service?,¿Necesito mucha experiencia en trading antes de unirme al servicio?,,Pendiente,
componentes/premium,premium,faq.items[4].answer,"We offer quick, to-the-point video courses, and also in-depth webinars, touching on all aspects of trading.","Ofrecemos videocursos rápidos y directos, además de webinars en profundidad que abordan todos los aspectos del trading.",,Pendiente,
componentes/premium,premium,faq.items[4].question,"I want to learn more about trading, how can you help me?","Quiero aprender más sobre trading, ¿cómo podéis ayudarme?",,Pendiente,
componentes/premium,premium,faq.items[5].answer,"Yes, big time. We are experts in fundamental analysis, and will help you understand why markets do what they do, discussing economics, politics, and investor positioning.","Sí, y mucho. Somos expertos en análisis fundamental y te ayudaremos a entender por qué los mercados hacen lo que hacen, hablando de economía, política y posicionamiento de los inversores.",,Pendiente,
componentes/premium,premium,faq.items[5].question,"I know technical analysis, but feel totally lost with fundamental analysis, can you help me?","Sé análisis técnico, pero me pierdo por completo con el análisis fundamental, ¿podéis ayudarme?",,Pendiente,
componentes/premium,premium,faq.items[6].answer,"We provide detailed trade plans that provide the reasoning behind every decision, and our fully transparent about our results. You will become a better trader even without following a single signal.","Ofrecemos planes de trading detallados que explican el razonamiento detrás de cada decisión, y somos totalmente transparentes con nuestros resultados. Te convertirás en mejor trader aunque no sigas ni una sola señal.",,Pendiente,
componentes/premium,premium,faq.items[6].question,What makes your signals special?,¿Qué tienen de especial vuestras señales?,,Pendiente,
componentes/premium,premium,faq.items[7].answer,"No. FXStreet Premium is a single monthly subscription, and everyone gets the full service. There are no tiers, no add-ons, and no long-term commitment - you can cancel whenever you want.","No. FXStreet Premium es una única suscripción mensual, y todo el mundo recibe el servicio completo. No hay niveles, ni extras, ni compromiso de permanencia: puedes cancelar cuando quieras.",,Pendiente,
componentes/premium,premium,faq.items[7].question,Is there more than one subscription plan?,¿Hay más de un plan de suscripción?,,Pendiente,
componentes/premium,premium,faq.items[8].answer,"No problem. Let us know within 10 days of your signing up and we’ll issue a refund, no questions asked. Just contact <link>contact@fxstreet.com</link>.","Ningún problema. Avísanos en los 10 días siguientes a tu alta y te haremos el reembolso, sin preguntas. Solo tienes que escribir a <link>contact@fxstreet.com</link>.",,Pendiente,
componentes/premium,premium,faq.items[8].question,What if I do not like the service?,¿Y si el servicio no me gusta?,,Pendiente,
componentes/premium,premium,faq.items[9].answer,"We accept Google Pay and Apple Pay, and are working on adding more methods.","Aceptamos Google Pay y Apple Pay, y estamos trabajando para añadir más métodos.",,Pendiente,
componentes/premium,premium,faq.items[9].question,What payment methods do you accept?,¿Qué métodos de pago aceptáis?,,Pendiente,
componentes/premium,premium,faq.title,Frequently Asked Questions,Preguntas frecuentes,,Pendiente,
componentes/premium,premium,hero.cta,View Pricing,Ver precios,,Pendiente,
componentes/premium,premium,hero.image,https://editorial.fxstreet.com/landingpages/always-on-2.0/about-little-{variant}.min.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/about-little-{variant}.min.webp,,Pendiente,
componentes/premium,premium,hero.imageMobile,https://editorial.fxstreet.com/landingpages/always-on-2.0/about-little-mobile-{variant}.min.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/about-little-mobile-{variant}.min.webp,,Pendiente,
componentes/premium,premium,hero.playVideo,Play video,Reproducir vídeo,,Pendiente,
componentes/premium,premium,hero.priceFrom,From {price}/month.,Desde {price}/mes.,,Pendiente,
componentes/premium,premium,hero.rating,4.7 Excellent,"4,7 Excelente",,Pendiente,
componentes/premium,premium,hero.stars,https://editorial.fxstreet.com/landingpages/always-on-2.0/greenstar.svg,https://editorial.fxstreet.com/landingpages/always-on-2.0/greenstar.svg,,Pendiente,
componentes/premium,premium,hero.title,"FXS Premium, your <highlight>Trading Partner</highlight>","FXS Premium, tu <highlight>socio de trading</highlight>",,Pendiente,
componentes/premium,premium,hero.trustpilot,Trustpilot,Trustpilot,,Pendiente,
componentes/premium,premium,hero.video,https://editorial.fxstreet.com/landingpages/always-on-2.0/fxstreet-video.mp4,https://editorial.fxstreet.com/landingpages/always-on-2.0/fxstreet-video.mp4,,Pendiente,
componentes/premium,premium,hero.videoTitle,FXStreet Premium,FXStreet Premium,,Pendiente,
componentes/premium,premium,platforms.cta,View Pricing,Ver precios,,Pendiente,
componentes/premium,premium,platforms.description,"We offer our services in two platforms, Premium Area and Discord (both included). Here is a sneak peek of each one.","Ofrecemos nuestros servicios en dos plataformas, el Área Premium y Discord (ambas incluidas). Aquí tienes un adelanto de cada una.",,Pendiente,
componentes/premium,premium,platforms.tabs[0].id,discord,discord,,Pendiente,
componentes/premium,premium,platforms.tabs[0].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/services-discord-1.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/services-discord-1.webp,,Pendiente,
componentes/premium,premium,platforms.tabs[0].intro,"<strong>Discord is an interactive platform we use for instant communication.</strong> On Discord, you can ask our analysts anything related to markets and trades, get instant bullish/bearish Gold indications, get signal alerts and more. <strong>Our services:</strong>","<strong>Discord es una plataforma interactiva que usamos para la comunicación instantánea.</strong> En Discord puedes preguntar a nuestros analistas cualquier cosa sobre mercados y operaciones, recibir indicaciones alcistas/bajistas del oro al instante, alertas de señales y mucho más. <strong>Nuestros servicios:</strong>",,Pendiente,
componentes/premium,premium,platforms.tabs[0].label,Discord,Discord,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[0].description,"What's going on in markets right now? We're on Discord, providing you what you need to know. Our previews, technical analyses, live commentary, and reviews are updated fast, they are quick to read - and immediately actionable and useful for your trading.","¿Qué está pasando ahora mismo en los mercados? Estamos en Discord para contarte lo que necesitas saber. Nuestras previsiones, análisis técnicos, comentarios en directo y reseñas se actualizan rápido, se leen en un momento y son útiles y accionables para tu trading al instante.",,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[0].tag,Top Service,Servicio destacado,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[0].title,Exclusive Analysis,Análisis exclusivo,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[1].description,"Ask our seasoned professionals anything, and get a timely, live answer, especially when markets are mad.","Pregunta lo que quieras a nuestros profesionales y recibe una respuesta en directo, sobre todo cuando los mercados se vuelven locos.",,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[1].tag,Top Service,Servicio destacado,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[1].title,Ask our analysts,Pregunta a nuestros analistas,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[2].description,"Get actionable signals and trade plans built by our analysts, with clear entries, targets and risk levels.","Recibe señales y planes de trading accionables elaborados por nuestros analistas, con entradas, objetivos y niveles de riesgo claros.",,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[2].title,Signals and trade plans,Señales y planes de trading,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[3].description,A place to see and share live trading experiences with other members of the community.,Un espacio para ver y compartir experiencias de trading en directo con otros miembros de la comunidad.,,Pendiente,
componentes/premium,premium,platforms.tabs[0].services[3].title,Traders' corner,La esquina del trader,,Pendiente,
componentes/premium,premium,platforms.tabs[1].id,premium-area,premium-area,,Pendiente,
componentes/premium,premium,platforms.tabs[1].image,https://editorial.fxstreet.com/landingpages/always-on-2.0/services-premium-1.webp,https://editorial.fxstreet.com/landingpages/always-on-2.0/services-premium-1.webp,,Pendiente,
componentes/premium,premium,platforms.tabs[1].intro,"<strong>The Premium Area is your home on FXStreet.</strong> It gathers the webinars, recorded videos, trading strategies and educational material included with your subscription. <strong>Our services:</strong>","<strong>El Área Premium es tu espacio en FXStreet.</strong> Reúne los webinars, los vídeos grabados, las estrategias de trading y el material formativo incluidos en tu suscripción. <strong>Nuestros servicios:</strong>",,Pendiente,
componentes/premium,premium,platforms.tabs[1].label,Premium area,Área Premium,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[0].description,"Join live sessions with our analysts, or catch up any time with the full recorded archive.",Únete a las sesiones en directo con nuestros analistas o ponte al día cuando quieras con el archivo completo de grabaciones.,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[0].tag,Top Service,Servicio destacado,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[0].title,Live & recorded webinars,Webinars en directo y grabados,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[1].description,More than 20 different strategies applied and explained by experienced traders.,Más de 20 estrategias distintas aplicadas y explicadas por traders con experiencia.,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[1].title,Trading strategies,Estrategias de trading,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[2].description,Courses and guides to build your trading knowledge at your own pace.,Cursos y guías para ampliar tus conocimientos de trading a tu ritmo.,,Pendiente,
componentes/premium,premium,platforms.tabs[1].services[2].title,Educational material,Material formativo,,Pendiente,
componentes/premium,premium,platforms.title,"Two platforms, one subscription","Dos plataformas, una suscripción",,Pendiente,
componentes/premium,premium,pricing.cta,Select Plan,Seleccionar plan,,Pendiente,
componentes/premium,premium,pricing.ctaPremium,Manage your subscription,Gestionar tu suscripción,,Pendiente,
componentes/premium,premium,pricing.description,"Get consistent trading support with our monthly Premium plan. Enjoy full access to tools and insights, renewed month by month.","Consigue un apoyo constante en tu trading con nuestro plan Premium mensual. Disfruta del acceso completo a herramientas y análisis, renovado mes a mes.",,Pendiente,
componentes/premium,premium,pricing.perMonth,/month,/mes,,Pendiente,
componentes/premium,premium,pricing.planName,Monthly,Mensual,,Pendiente,
componentes/premium,premium,pricing.renewalNote,{price} Renews /month. Cancel Anytime,{price} Se renueva cada mes. Cancela cuando quieras,,Pendiente,
componentes/premium,premium,pricing.title,Pricing,Precios,,Pendiente,
componentes/premium,premium,pricing.vatNote,*VAT included,*IVA incluido,,Pendiente,
componentes/premium,premium,reviews.description,"See what users are saying on Trustpilot, Google Play, and the App Store, and discover why FXStreet Premium is their top choice for trading insights and expertise","Descubre lo que dicen los usuarios en Trustpilot, Google Play y la App Store, y por qué FXStreet Premium es su primera opción para análisis y conocimiento de los mercados",,Pendiente,
componentes/premium,premium,reviews.ratings[0].logo,https://editorial.fxstreet.com/landingpages/AO/icon-trustpilot.png,https://editorial.fxstreet.com/landingpages/AO/icon-trustpilot.png,,Pendiente,
componentes/premium,premium,reviews.ratings[0].platform,Trustpilot,Trustpilot,,Pendiente,
componentes/premium,premium,reviews.ratings[0].score,Excellent 4.7/5,"Excelente 4,7/5",,Pendiente,
componentes/premium,premium,reviews.ratings[0].stars,https://editorial.fxstreet.com/landingpages/AO/stars-trustpilot.svg,https://editorial.fxstreet.com/landingpages/AO/stars-trustpilot.svg,,Pendiente,
componentes/premium,premium,reviews.ratings[1].logo,https://editorial.fxstreet.com/landingpages/AO/icon-google-play.png,https://editorial.fxstreet.com/landingpages/AO/icon-google-play.png,,Pendiente,
componentes/premium,premium,reviews.ratings[1].platform,Google play,Google Play,,Pendiente,
componentes/premium,premium,reviews.ratings[1].score,Excellent 4.6/5,"Excelente 4,6/5",,Pendiente,
componentes/premium,premium,reviews.ratings[1].stars,https://editorial.fxstreet.com/landingpages/AO/stars-google-play.svg,https://editorial.fxstreet.com/landingpages/AO/stars-google-play.svg,,Pendiente,
componentes/premium,premium,reviews.ratings[2].logo,https://editorial.fxstreet.com/landingpages/AO/icon-app-store.png,https://editorial.fxstreet.com/landingpages/AO/icon-app-store.png,,Pendiente,
componentes/premium,premium,reviews.ratings[2].platform,App Store,App Store,,Pendiente,
componentes/premium,premium,reviews.ratings[2].score,Excellent 4.7/5,"Excelente 4,7/5",,Pendiente,
componentes/premium,premium,reviews.ratings[2].stars,https://editorial.fxstreet.com/landingpages/AO/stars-app-store.svg,https://editorial.fxstreet.com/landingpages/AO/stars-app-store.svg,,Pendiente,
componentes/premium,premium,reviews.testimonialStars,https://editorial.fxstreet.com/landingpages/AO/stars-generic.svg,https://editorial.fxstreet.com/landingpages/AO/stars-generic.svg,,Pendiente,
componentes/premium,premium,reviews.testimonials[0].author,Aaron McGarva,Aaron McGarva,,Pendiente,
componentes/premium,premium,reviews.testimonials[0].content,"Best retail news service available. It's timely and prompt and the analysts on discord are super interactive and give great insight, both fundamental and technical, insight that can be verified by your own research. They have amazing customer service and are always friendly. I will likely subscribe to their premium service for many years.","El mejor servicio de noticias para el inversor particular. Es puntual y rápido, y los analistas de Discord son muy participativos y aportan un gran criterio, tanto fundamental como técnico, un criterio que puedes contrastar con tu propia investigación. Tienen una atención al cliente estupenda y siempre son amables. Seguiré suscrito a su servicio premium durante muchos años.",,Pendiente,
componentes/premium,premium,reviews.testimonials[0].title,Best retail news service available,El mejor servicio de noticias para el inversor particular,,Pendiente,
componentes/premium,premium,reviews.testimonials[1].author,Yogi,Yogi,,Pendiente,
componentes/premium,premium,reviews.testimonials[1].content,"I trust the FXS team. Their analysis and overall commentary on everything happening in the market, the future guidance helps me to manage my trading in a much better way than otherwise. Congratulations to the team.","Confío en el equipo de FXS. Su análisis y su comentario general sobre todo lo que ocurre en el mercado, y la orientación a futuro, me ayudan a gestionar mi trading mucho mejor que antes. Enhorabuena al equipo.",,Pendiente,
componentes/premium,premium,reviews.testimonials[1].title,I trust the FXS team,Confío en el equipo de FXS,,Pendiente,
componentes/premium,premium,reviews.testimonials[2].author,Bill Yoyd,Bill Yoyd,,Pendiente,
componentes/premium,premium,reviews.testimonials[2].content,The premier membership plan gives me everything i have ever wanted. With the ask an analyst service it is like having a personal one on one mentor. The traders corner is a great place to see and share live trading experiences. 50 stars is not enough!,El plan de suscripción premier me da todo lo que siempre había querido. Con el servicio de preguntar a un analista es como tener un mentor personal cara a cara. La esquina del trader es un sitio genial para ver y compartir experiencias de trading en directo. ¡50 estrellas se quedan cortas!,,Pendiente,
componentes/premium,premium,reviews.testimonials[2].title,The premier membership plan gives me...,El plan premier me da todo...,,Pendiente,
componentes/premium,premium,reviews.title,Trusted Reviews on Top Platforms,Opiniones de confianza en las principales plataformas,,Pendiente,
componentes/premium,premium,stats.items[0].label,Years in business,Años en el sector,,Pendiente,
componentes/premium,premium,stats.items[0].value,+20,+20,,Pendiente,
componentes/premium,premium,stats.items[1].label,Traders who trust us,Traders que confían en nosotros,,Pendiente,
